Year,Rank,Song,Artist,gender
1996-01-01,91,po pimp,do or die featuring twista,
1996-01-01,92,until it sleeps,metallica,
1996-01-01,93,hay,crucial conflict,
1996-01-01,94,beautiful life,ace of base,
1996-01-01,95,back for good,take that,
1996-01-01,96,i got id,pearl jam,
1996-01-01,97,soon as i get home,faith evans,female
1996-01-01,98,macarena,los del rio,
1996-01-01,99,only wanna be with you,hootie  the blowfish,
1996-01-01,100,dont cry,seal,male
1997-01-01,1,something about the way you look tonight  candle in the wind 1997,elton john,male
1997-01-01,2,foolish games  you were meant for me,jewel,female
1997-01-01,3,ill be missing you,puff daddy featuring faith evans and 112,
1997-01-01,4,unbreak my heart,toni braxton,female
1997-01-01,5,cant nobody hold me down,puff daddy featuring mase,
1997-01-01,6,i believe i can fly,r kelly,male
1997-01-01,7,dont let go love,en vogue,
1997-01-01,8,return of the mack,mark morrison,male
1997-01-01,9,how do i live,leann rimes,female
1997-01-01,10,wannabe,spice girls,
1997-01-01,11,quit playing games with my heart,backstreet boys,
1997-01-01,12,mmmbop,hanson,
1997-01-01,13,for you i will,monica,female
1997-01-01,14,you make me wanna,usher,male
1997-01-01,15,bitch,meredith brooks,female
1997-01-01,16,nobody,keith sweat,male
1997-01-01,17,semicharmed life,third eye blind,
1997-01-01,18,barely breathing,duncan sheik,male
1997-01-01,19,hard to say im sorry,az yet featuring peter cetera,
1997-01-01,20,mo money mo problems,the notorious big featuring puff daddy and mase,
1997-01-01,21,the freshmen,the verve pipe,
1997-01-01,22,i want you,savage garden,
1997-01-01,23,no diggity,blackstreet featuring dr dre,
1997-01-01,24,i belong to you every time i see your face,rome,
1997-01-01,25,hypnotize,the notorious big,male
1997-01-01,26,every time i close my eyes,babyface,
1997-01-01,27,in my bed,dru hill,
1997-01-01,28,say youll be there,spice girls,
1997-01-01,29,do you know what it takes,robyn,female
1997-01-01,30,4 seasons of loneliness,boyz ii men,
1997-01-01,31,ghettout,changing faces,
1997-01-01,32,honey,mariah carey,female
1997-01-01,33,i believe in you and me,whitney houston,female
1997-01-01,34,da dip,freak nasty,male
1997-01-01,35,2 become 1,spice girls,
1997-01-01,36,all for you,sister hazel,
1997-01-01,37,cupid,112,
1997-01-01,38,where have all the cowboys gone,paula cole,female
1997-01-01,39,sunny came home,shawn colvin,female
1997-01-01,40,its your love,tim mcgraw and faith hill,
1997-01-01,41,ooh aah just a little bit,gina g,female
1997-01-01,42,mouth,merril bainbridge,female
1997-01-01,43,all cried out,allure featuring 112,
1997-01-01,44,im still in love with you,new edition,
1997-01-01,45,invisible man,98 degrees,
1997-01-01,46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,
1997-01-01,47,look into my eyes,bone thugsnharmony,
1997-01-01,48,get it together,702,
1997-01-01,49,all by myself,celine dion,female
1997-01-01,50,its all coming back to me now,celine dion,female
1997-01-01,51,my love is the shhh,somethin for the people featuring trina  tamara,
1997-01-01,52,where do you go,no mercy,
1997-01-01,53,i finally found someone,barbra streisand and bryan adams,
1997-01-01,54,ill be,foxy brown featuring jayz,
1997-01-01,55,if it makes you happy,sheryl crow,female
1997-01-01,56,never make a promise,dru hill,
1997-01-01,57,when you love a woman,journey,
1997-01-01,58,up jumps da boogie,timbaland  magoo featuring missy elliott and aaliyah,
1997-01-01,59,i dont want to  i love me some him,toni braxton,female
1997-01-01,60,everyday is a winding road,sheryl crow,female
1997-01-01,61,cold rock a party,mc lyte,
1997-01-01,62,pony,ginuwine,male
1997-01-01,63,building a mystery,sarah mclachlan,female
1997-01-01,64,i love you always forever,donna lewis,female
1997-01-01,65,your woman,white town,
1997-01-01,66,c u when u get there,coolio featuring 40 thevz,
1997-01-01,67,change the world,eric clapton,male
1997-01-01,68,my baby daddy,brock and the bizz,
1997-01-01,69,tubthumping,chumbawamba,
1997-01-01,70,gotham city,r kelly,male
1997-01-01,71,last night,az yet,
1997-01-01,72,the jock jam,various artists,
1997-01-01,73,big daddy,heavy d,male
1997-01-01,74,what about us,total,
1997-01-01,75,smile,scarface featuring 2pac and johnny p,
1997-01-01,76,whats on tonight,montell jordan,male
1997-01-01,77,secret garden,bruce springsteen,male
1997-01-01,78,the one i gave my heart to,aaliyah,female
1997-01-01,79,fly like an eagle,seal,male
1997-01-01,80,no time,lil kim featuring puff daddy,
1997-01-01,81,naked eye,luscious jackson,
1997-01-01,82,macarena bayside boys mix,los del rio,
1997-01-01,83,on  on,erykah badu,female
1997-01-01,84,dont wanna be a player,joe,male
1997-01-01,85,i shot the sheriff,warren g,male
1997-01-01,86,you should be mine dont waste your time,brian mcknight featuring mase,
1997-01-01,87,dont cry for me argentina,madonna,female
1997-01-01,88,someone,swv and puff daddy,
1997-01-01,89,go the distance,michael bolton,male
1997-01-01,90,one more time,real mccoy,
1997-01-01,91,butta love,next,
1997-01-01,92,coco jambo,mr president,
1997-01-01,93,twisted,keith sweat,male
1997-01-01,94,barbie girl,aqua,
1997-01-01,95,when youre gone  free to decide,the cranberries,
1997-01-01,96,let me clear my throat,dj kool,
1997-01-01,97,i like it,the blackout allstars,
1997-01-01,98,youre makin me high  let it flow,toni braxton,female
1997-01-01,99,you must love me,madonna,female
1997-01-01,100,let it go,ray j,male
1998-01-01,1,too close,next,
1998-01-01,2,the boy is mine,brandy and monica,
1998-01-01,3,youre still the one,shania twain,female
1998-01-01,4,truly madly deeply,savage garden,
1998-01-01,5,how do i live,leann rimes,female
1998-01-01,6,together again,janet,
1998-01-01,7,all my life,kci  jojo,
1998-01-01,8,candle in the wind 1997,elton john,male
1998-01-01,9,nice  slow,usher,male
1998-01-01,10,i dont want to wait,paula cole,female
1998-01-01,11,hows it going to be,third eye blind,
1998-01-01,12,no no no,destinys child,
1998-01-01,13,my heart will go on,celine dion,female
1998-01-01,14,gettin jiggy wit it,will smith,male
1998-01-01,15,you make me wanna,usher,male
1998-01-01,16,my way,usher,male
1998-01-01,17,my all,mariah carey,female
1998-01-01,18,the first night,monica,female
1998-01-01,19,been around the world,puff daddy featuring the notorious big and mase,
1998-01-01,20,adia,sarah mclachlan,female
1998-01-01,21,crush,jennifer paige,female
1998-01-01,22,everybody backstreets back,backstreet boys,
1998-01-01,23,i dont want to miss a thing,aerosmith,
1998-01-01,24,body bumpin yippieyiyo,public announcement,
1998-01-01,25,this kiss,faith hill,female
1998-01-01,26,i dont ever want to see you again,uncle sam,male
1998-01-01,27,lets ride,montell jordan featuring master p and silkk the shocker,
1998-01-01,28,sex and candy,marcy playground,
1998-01-01,29,show me love,robyn,female
1998-01-01,30,a song for mama,boyz ii men,
1998-01-01,31,what you want,mase featuring total,
1998-01-01,32,frozen,madonna,female
1998-01-01,33,gone till november,wyclef jean,male
1998-01-01,34,my body,lsg,
1998-01-01,35,tubthumping,chumbawamba,
1998-01-01,36,deja vu uptown baby,lord tariq and peter gunz,
1998-01-01,37,i want you back,n sync,
1998-01-01,38,when the lights go out,five,
1998-01-01,39,they dont know,jon b,male
1998-01-01,40,make em say uhh,master p featuring fiend silkk the shocker mia x and mystikal,
1998-01-01,41,make it hot,nicole featuring missy elliott and mocha,
1998-01-01,42,never ever,all saints,
1998-01-01,43,i get lonely,janet jackson featuring blackstreet,
1998-01-01,44,feel so good,mase featuring kelly price,
1998-01-01,45,say it,voices of theory,
1998-01-01,46,kiss the rain,billie myers,female
1998-01-01,47,come with me,puff daddy featuring jimmy page,
1998-01-01,48,romeo and juliet,sylke fyne featuring chill,
1998-01-01,49,its all about me,mya and sisqo,
1998-01-01,50,i will come to you,hanson,
1998-01-01,51,one week,barenaked ladies,
1998-01-01,52,swing my way,k p  envyi,
1998-01-01,53,the arms of the one who loves you,xscape,
1998-01-01,54,my love is the shhh,somethin for the people featuring trina  tamara,
1998-01-01,55,daydreamin,tatyana ali,female
1998-01-01,56,were not making love no more,dru hill,
1998-01-01,57,semicharmed life,third eye blind,
1998-01-01,58,i do,lisa loeb,female
1998-01-01,59,lookin at me,mase featuring puff daddy,
1998-01-01,60,looking through your eyes,leann rimes,female
1998-01-01,61,lately,divine,male
1998-01-01,62,quit playing games with my heart,backstreet boys,
1998-01-01,63,i still love you,next,
1998-01-01,64,time after time,inoj,
1998-01-01,65,are you jimmy ray,jimmy ray,male
1998-01-01,66,cruel summer,ace of base,
1998-01-01,67,i got the hook up,master p featuring sons of funk,
1998-01-01,68,victory,puff daddy featuring the notorious big and busta rhymes,
1998-01-01,69,too much,spice girls,
1998-01-01,70,ghetto supastar that is what you are,pras michel featuring ol dirty bastard and mya,
1998-01-01,71,how deep is your love,dru hill featuring redman,
1998-01-01,72,friend of mine,kelly price featuring r kelly and ron isley,
1998-01-01,73,turn it up remixfire it up,busta rhymes,male
1998-01-01,74,ill be,edwin mccain,male
1998-01-01,75,ray of light,madonna,female
1998-01-01,76,all for you,sister hazel,
1998-01-01,77,touch it,monifah,female
1998-01-01,78,money power  respect,the lox featuring dmx and lil kim,
1998-01-01,79,bitter sweet symphony,the verve,
1998-01-01,80,dangerous,busta rhymes,male
1998-01-01,81,spice up your life,spice girls,
1998-01-01,82,because of you,98 degrees,
1998-01-01,83,the mummers dance,loreena mckennitt,female
1998-01-01,84,all cried out,allure featuring 112,
1998-01-01,85,still not a player,big pun featuring joe,
1998-01-01,86,the one i gave my heart to,aaliyah,female
1998-01-01,87,foolish games  you were meant for me,jewel,female
1998-01-01,88,love you down,inoj,
1998-01-01,89,do for love,2pac featuring eric williams,
1998-01-01,90,raise the roof,luke featuring no good but so good,
1998-01-01,91,heaven,nu flavor,
1998-01-01,92,the party continues,jermaine dupri featuring da brat and usher,
1998-01-01,93,sock it 2 me,missy elliott featuring da brat,
1998-01-01,94,butta love,next,
1998-01-01,95,a rose is still a rose,aretha franklin,female
1998-01-01,96,4 seasons of loneliness,boyz ii men,
1998-01-01,97,father,ll cool j,male
1998-01-01,98,thinkin bout it,gerald levert,male
1998-01-01,99,nobodys supposed to be here,deborah cox,female
1998-01-01,100,westside,tq,
1999-01-01,1,believe,cher,female
1999-01-01,2,no scrubs,tlc,
1999-01-01,3,angel of mine,monica,female
1999-01-01,4,heartbreak hotel,whitney houston featuring faith evans and kelly price,
1999-01-01,5,baby one more time,britney spears,female
1999-01-01,6,kiss me,sixpence none the richer,
1999-01-01,7,genie in a bottle,christina aguilera,female
1999-01-01,8,every morning,sugar ray,
1999-01-01,9,nobodys supposed to be here,deborah cox,female
1999-01-01,10,livin la vida loca,ricky martin,
1999-01-01,11,where my girls at,702,
1999-01-01,12,if you had my love,jennifer lopez,female
1999-01-01,13,slide,goo goo dolls,
1999-01-01,14,have you ever,brandy,
1999-01-01,15,i want it that way,backstreet boys,
1999-01-01,16,im your angel,r kelly and celine dion,
1999-01-01,17,all star,smash mouth,
1999-01-01,18,angel,sarah mclachlan,female
1999-01-01,19,smooth,santana featuring rob thomas,
1999-01-01,20,unpretty,tlc,
1999-01-01,21,bills bills bills,destinys child,
1999-01-01,22,save tonight,eagleeye cherry,male
1999-01-01,23,last kiss,pearl jam,
1999-01-01,24,fortunate,maxwell,male
1999-01-01,25,all i have to give,backstreet boys,
1999-01-01,26,bailamos,enrique iglesias,
1999-01-01,27,whats it gonna be,busta rhymes featuring janet,
1999-01-01,28,what its like,everlast,male
1999-01-01,29,fly away,lenny kravitz,male
1999-01-01,30,someday,sugar ray,
1999-01-01,31,lately,divine,male
1999-01-01,32,that dont impress me much,shania twain,female
1999-01-01,33,wild wild west,will smith featuring dru hill and kool moe dee,
1999-01-01,34,scar tissue,red hot chili peppers,
1999-01-01,35,heartbreaker,mariah carey featuring jayz,
1999-01-01,36,i still believe,mariah carey,female
1999-01-01,37,the hardest thing,98 degrees,
1999-01-01,38,summer girls,lfo,
1999-01-01,39,can i get a,jayz featuring amil and ja rule,
1999-01-01,40,jumper,third eye blind,
1999-01-01,41,doo wop that thing,lauryn hill,female
1999-01-01,42,mambo no 5,lou bega,
1999-01-01,43,sweet lady,tyrese,
1999-01-01,44,its not right but its okay,whitney houston,female
1999-01-01,45,god must have spent a little more time on you,n sync,
1999-01-01,46,lullaby,shawn mullins,male
1999-01-01,47,anywhere,112 featuring lil zane,
1999-01-01,48,tell me its real,kci  jojo,
1999-01-01,49,back 2 good,matchbox 20,
1999-01-01,50,808,blaque,
1999-01-01,51,shes so high,tal bachman,male
1999-01-01,52,shes all i ever had,ricky martin,
1999-01-01,53,miami,will smith,male
1999-01-01,54,hands,jewel,female
1999-01-01,55,who dat,jt money featuring sole,
1999-01-01,56,please remember me,tim mcgraw,male
1999-01-01,57,from this moment on,shania twain,female
1999-01-01,58,love like this,faith evans,female
1999-01-01,59,you,jesse powell,male
1999-01-01,60,trippin,total featuring missy elliott,
1999-01-01,61,if you,silk,
1999-01-01,62,exfactor,lauryn hill,female
1999-01-01,63,give it to you,jordan knight,male
1999-01-01,64,black balloon,goo goo dolls,
1999-01-01,65,spend my life with you,eric benet featuring tamia,
1999-01-01,66,these are the times,dru hill,
1999-01-01,67,i dont want to miss a thing,mark chesnutt,male
1999-01-01,68,i do cherish you,98 degrees,
1999-01-01,69,because of you,98 degrees,
1999-01-01,70,one,creed,
1999-01-01,71,chantes got a man,chante moore,female
1999-01-01,72,happily ever after,case,
1999-01-01,73,my love is your love,whitney houston,female
1999-01-01,74,all night long,faith evans featuring puff daddy,
1999-01-01,75,back that azz up,juvenile featuring mannie fresh and lil wayne,
1999-01-01,76,almost doesnt count,brandy,
1999-01-01,77,man i feel like a woman,shania twain,female
1999-01-01,78,steal my sunshine,len,
1999-01-01,79,i need to know,marc anthony,male
1999-01-01,80,so anxious,ginuwine,male
1999-01-01,81,faded pictures,case featuring joe,
1999-01-01,82,back at one,brian mcknight,male
1999-01-01,83,when a womans fed up,r kelly,male
1999-01-01,84,how forever feels,kenny chesney,male
1999-01-01,85,amazed,lonestar,
1999-01-01,86,sometimes,britney spears,female
1999-01-01,87,ghetto cowboy,mo thugs,
1999-01-01,88,out of my head,fastball,
1999-01-01,89,hard knock life ghetto anthem,jayz,
1999-01-01,90,jamboree,naughty by nature featuring zhane,
1999-01-01,91,take me there,blackstreet featuring mya mase and blinky blink,
1999-01-01,92,stay the same,joey mcintyre,male
1999-01-01,93,a lesson in leavin,jo dee messina,female
1999-01-01,94,iris,goo goo dolls,
1999-01-01,95,satisfy you,puff daddy featuring r kelly,
1999-01-01,96,better days and the bottom drops out,citizen king,
1999-01-01,97,music of my heart,n sync and gloria estefan,
1999-01-01,98,write this down,george strait,male
1999-01-01,99,when you believe,whitney houston and mariah carey,
1999-01-01,100,god must have spent a little more time on you,alabama and n sync,
2000-01-01,1,breathe,faith hill,female
2000-01-01,2,smooth,santana featuring rob thomas,
2000-01-01,3,maria maria,santana featuring the product gb,
2000-01-01,4,i wanna know,joe,male
2000-01-01,5,everything you want,vertical horizon,
2000-01-01,6,say my name,destinys child,
2000-01-01,7,i knew i loved you,savage garden,
2000-01-01,8,amazed,lonestar,
2000-01-01,9,bent,matchbox twenty,
2000-01-01,10,he wasnt man enough,toni braxton,female
2000-01-01,11,higher,creed,
2000-01-01,12,try again,aaliyah,female
2000-01-01,13,jumpin jumpin,destinys child,
2000-01-01,14,thong song,sisqo,
2000-01-01,15,kryptonite,3 doors down,
2000-01-01,16,there you go,pink,female
2000-01-01,17,music,madonna,female
2000-01-01,18,doesnt really matter,janet jackson,female
2000-01-01,19,what a girl wants,christina aguilera,female
2000-01-01,20,back at one,brian mcknight,male
2000-01-01,21,bye bye bye,n sync,
2000-01-01,22,you sang to me,marc anthony,male
2000-01-01,23,i need to know,marc anthony,male
